K_cap,sigma,NMI_max,NMI_min,NMI_avg,NMI_med,,,,,,,,,,
160,7.7,0.09164234569,0.0914536317395,0.0914913745296,0.0914536317395,,,,,,,,,,
160,9.5,0.091562664602,0.0914357457258,0.0915372808267,0.091562664602,,,,,,,,,,
150,1.1,0.0913618624131,0.0912267467172,0.0913348392739,0.0913618624131,,,,,,,,,,
160,14.2,0.0912601165126,0.090904873924,0.0909759224417,0.090904873924,,,,,,,,,,
125,8,0.0912243118821,0.0907094602126,0.0911213415482,0.0912243118821,,,,,,,,,,
160,14.9,0.0911847744721,0.0905092605714,0.0906443633516,0.0905092605714,,,,,,,,,,
160,12.1,0.0910937986091,0.0903591156339,0.090506052229,0.0903591156339,,,,,,,,,,
160,11.7,0.0910502263534,0.0901377209778,0.0903202220529,0.0901377209778,,,,,,,,,,
160,2.5,0.0910486867691,0.0909128826279,0.0909400434561,0.0909128826279,,,,,,,,,,
125,9,0.09098884413,0.0908557613991,0.0909622275838,0.09098884413,,,,,,,,,,
125,8.3,0.0909862497198,0.090891518683,0.0909673035124,0.0909862497198,,,,,,,,,,
160,4,0.0909682813206,0.0907317881085,0.0909209826782,0.0909682813206,,,,,,,,,,
160,14.4,0.0909554341507,0.0908485742513,0.0909340621708,0.0909554341507,,,,,,,,,,
125,8.1,0.0908260918202,0.0905943464715,0.0906406955413,0.0905943464715,,,,,,,,,,
125,8.5,0.0906683513731,0.0906611287427,0.0906625732688,0.0906611287427,,,,,,,,,,
160,14,0.0906541068718,0.0905358520383,0.0906304559051,0.0906541068718,,,,,,,,,,
160,16,0.0905531218666,0.0904468645728,0.0905318704078,0.0905531218666,,,,,,,,,,
160,1.5,0.0903479643448,0.0895211154377,0.0896864852191,0.0895211154377,,,,,,,,,,
160,13.5,0.0903233940286,0.0897785373743,0.0902144226978,0.0903233940286,,,,,,,,,,
160,7.9,0.0901859396231,0.0897457218368,0.0900978960659,0.0901859396231,,,,,,,,,,
180,14.6,0.0901283965893,0.0897058345157,0.0900438841746,0.0901283965893,,,,,,,,,,
160,14.7,0.090064417936,0.0898143201545,0.0900143983797,0.090064417936,,,,,,,,,,
120,6,0.0900609897854,0.0895784025196,0.0899644723322,0.0900609897854,,,,,,,,,,
160,4.5,0.0900087195317,0.0893909433707,0.0898851642995,0.0900087195317,,,,,,,,,,
160,7,0.0898172886722,0.0894524571805,0.0895254234789,0.0894524571805,,,,,,,,,,
160,12.9,0.089808254944,0.0893438528802,0.0894367332929,0.0893438528802,,,,,,,,,,
160,12,0.0897099481963,0.0894333252275,0.0896546236025,0.0897099481963,,,,,,,,,,
160,7.5,0.0895487726074,0.08929788711,0.0894985955079,0.0895487726074,,,,,,,,,,
160,9,0.0895442687057,0.0888485412296,0.0894051232105,0.0895442687057,,,,,,,,,,
160,12.6,0.0893373034766,0.0884805686178,0.0891659565048,0.0893373034766,,,,,,,,,,
160,6,0.0892090468863,0.0888459504412,0.0889185697302,0.0888459504412,,,,,,,,,,
160,13.2,0.0891620056382,0.0886460063269,0.0890588057759,0.0891620056382,,,,,,,,,,
160,13.8,0.0891283495325,0.0888412468465,0.0890709289953,0.0891283495325,,,,,,,,,,
150,1.5,0.0889023841797,0.0886938613588,0.088735565923,0.0886938613588,,,,,,,,,,
160,11.5,0.0888608872069,0.0880768127005,0.0887040723056,0.0888608872069,,,,,,,,,,
160,2,0.0885804173566,0.0874863292227,0.0877051468495,0.0874863292227,,,,,,,,,,
120,8,0.0885693452683,0.0876392969242,0.0878253065931,0.0876392969242,,,,,,,,,,
160,14.6,0.0885645887704,0.0885127326022,0.0885542175367,0.0885645887704,,,,,,,,,,
180,9.5,0.0883251339738,0.0882672021515,0.088278788516,0.0882672021515,,,,,,,,,,
120,11.5,0.0883046512994,0.0881013369822,0.0882639884359,0.0883046512994,,,,,,,,,,
120,7,0.0882789998484,0.0878850353639,0.0879638282608,0.0878850353639,,,,,,,,,,
120,7.7,0.088255639418,0.0882225246826,0.088249016471,0.088255639418,,,,,,,,,,
150,8,0.0881066769539,0.0874489223534,0.0875804732735,0.0874489223534,,,,,,,,,,
120,9.5,0.0880239025954,0.0878263188192,0.0878658355744,0.0878263188192,,,,,,,,,,
120,8.5,0.0880096038436,0.0880096038436,0.0880096038436,0.0880096038436,,,,,,,,,,
150,10,0.0874466368628,0.0870740061416,0.0873721107186,0.0874466368628,,,,,,,,,,
150,12,0.0874362157796,0.0873870458759,0.0874263817989,0.0874362157796,,,,,,,,,,
115,5.5,0.0873810766963,0.0873088965622,0.087323332589,0.0873088965622,,,,,,,,,,
150,14,0.0873681059962,0.0866768233207,0.0868150798558,0.0866768233207,,,,,,,,,,
160,10,0.0871914186166,0.0869837770307,0.0870253053479,0.0869837770307,,,,,,,,,,
160,11,0.0871200021182,0.0870490802216,0.0870632646009,0.0870490802216,,,,,,,,,,
150,3,0.0867959940282,0.0859693144313,0.0861346503507,0.0859693144313,,,,,,,,,,
150,12.3,0.0867783370809,0.0866605134909,0.0866840782089,0.0866605134909,,,,,,,,,,
150,4,0.086725153738,0.0858650132673,0.0865531256438,0.086725153738,,,,,,,,,,
150,5,0.0866336786976,0.08479659015,0.0862662609881,0.0866336786976,,,,,,,,,,
150,2,0.0864563255689,0.0860748766461,0.0861511664306,0.0860748766461,,,,,,,,,,
120,8.3,0.0862847649241,0.0859177621019,0.0859911626663,0.0859177621019,,,,,,,,,,
130,2.5,0.0862653746406,0.086075332546,0.0861133409649,0.086075332546,,,,,,,,,,
140,6,0.0858518449355,0.0835207499091,0.0839869689144,0.0835207499091,,,,,,,,,,
110,5,0.0855815342411,0.085451245936,0.085477303597,0.085451245936,,,,,,,,,,
150,13.5,0.0855579033427,0.0847067172343,0.0853876661211,0.0855579033427,,,,,,,,,,
150,12.9,0.085444500008,0.0852057398424,0.0853967479748,0.085444500008,,,,,,,,,,
150,10.5,0.0854267750724,0.0846277994343,0.0852669799448,0.0854267750724,,,,,,,,,,
150,11.9,0.0849782133545,0.0844193765451,0.0848664459926,0.0849782133545,,,,,,,,,,
150,6.5,0.0848872318459,0.0837379095864,0.0839677740383,0.0837379095864,,,,,,,,,,
150,8.1,0.0847804501159,0.0844395782619,0.0845077526327,0.0844395782619,,,,,,,,,,
150,14.2,0.0845049587317,0.0835640131126,0.0843167696079,0.0845049587317,,,,,,,,,,
150,14.7,0.0841982875482,0.0837269213614,0.0838211945987,0.0837269213614,,,,,,,,,,
150,12.1,0.0841035384858,0.0839030062618,0.084063432041,0.0841035384858,,,,,,,,,,
150,11.7,0.0840763556859,0.0840540080277,0.0840584775594,0.0840540080277,,,,,,,,,,
105,7,0.0840626858029,0.0838389032903,0.0838836597928,0.0838389032903,,,,,,,,,,
150,4.5,0.0840173420643,0.0829922534899,0.0838123243494,0.0840173420643,,,,,,,,,,
140,1.1,0.0839311688836,0.0837999732371,0.0839049297543,0.0839311688836,,,,,,,,,,
150,14.9,0.0838926147562,0.0838504026187,0.0838841723287,0.0838926147562,,,,,,,,,,
115,8.1,0.0837207291224,0.0836608179327,0.0836728001706,0.0836608179327,,,,,,,,,,
140,5,0.083552062367,0.0832652420254,0.0834946982987,0.083552062367,,,,,,,,,,
150,11,0.0834495607148,0.0830690346918,0.0833734555102,0.0834495607148,,,,,,,,,,
150,3.5,0.0834236011592,0.0827259803148,0.0828655044837,0.0827259803148,,,,,,,,,,
150,8.5,0.0832969844415,0.0832199381417,0.0832815751816,0.0832969844415,,,,,,,,,,
150,7,0.0832825810782,0.0832438093837,0.0832748267393,0.0832825810782,,,,,,,,,,
140,1.5,0.0832246621393,0.0825115407058,0.0830820378526,0.0832246621393,,,,,,,,,,
150,13.8,0.0830811983622,0.081968484886,0.0821910275812,0.081968484886,,,,,,,,,,
150,14.4,0.0829049651302,0.0827652842066,0.0827932203913,0.0827652842066,,,,,,,,,,
140,2.5,0.0828889467775,0.0824158410157,0.0825104621681,0.0824158410157,,,,,,,,,,
135,1.1,0.0828525884026,0.082494321049,0.0825659745197,0.082494321049,,,,,,,,,,
150,15.5,0.0828097557443,0.0824714424753,0.0825391051291,0.0824714424753,,,,,,,,,,
150,7.5,0.0827969789641,0.0827273064357,0.0827830444584,0.0827969789641,,,,,,,,,,
115,9.5,0.0827522145364,0.0826570783523,0.0827331872996,0.0827522145364,,,,,,,,,,
115,8.5,0.0827323223406,0.0825543617872,0.0826967302299,0.0827323223406,,,,,,,,,,
115,8.3,0.0827049158878,0.0825830699265,0.0826074391188,0.0825830699265,,,,,,,,,,
110,7.5,0.0826996631839,0.0820637472721,0.0821909304545,0.0820637472721,,,,,,,,,,
135,3.5,0.0825947419848,0.0815648834899,0.0817708551889,0.0815648834899,,,,,,,,,,
150,13.2,0.0825647365101,0.0812458391078,0.0815096185883,0.0812458391078,,,,,,,,,,
150,14.6,0.0824327934826,0.082291871625,0.0824046091111,0.0824327934826,,,,,,,,,,
115,9,0.0824063949916,0.0823712080803,0.0823993576094,0.0824063949916,,,,,,,,,,
115,7.9,0.0822404628076,0.082018703805,0.0820630556056,0.082018703805,,,,,,,,,,
150,8.3,0.0821322681611,0.0820001018507,0.0820265351128,0.0820001018507,,,,,,,,,,
115,8,0.0820920576752,0.0819833843926,0.0820051190491,0.0819833843926,,,,,,,,,,
150,2.5,0.0819833656911,0.0815248267542,0.0818916579037,0.0819833656911,,,,,,,,,,
130,1.5,0.0819376038273,0.081828893016,0.081915861665,0.0819376038273,,,,,,,,,,
110,12.3,0.0819361260678,0.0819111985774,0.0819311405698,0.0819361260678,,,,,,,,,,
150,11.5,0.0818557924095,0.0817014690298,0.0817323337057,0.0817014690298,,,,,,,,,,
100,5,0.0818309572625,0.0802139207505,0.0805373280529,0.0802139207505,,,,,,,,,,
130,10,0.0815879038793,0.0812459012437,0.0813143017708,0.0812459012437,,,,,,,,,,
150,9.5,0.0813028961049,0.0804357419931,0.0811294652826,0.0813028961049,,,,,,,,,,
140,13.5,0.0811721840182,0.0786301385174,0.080663774918,0.0811721840182,,,,,,,,,,
140,14.9,0.0811017021878,0.0804435923244,0.0809700802151,0.0811017021878,,,,,,,,,,
140,15.5,0.081030512633,0.0807083787967,0.080772805564,0.0807083787967,,,,,,,,,,
140,14.4,0.0809897202274,0.0801751459292,0.0808268053678,0.0809897202274,,,,,,,,,,
150,16,0.080979915943,0.0808069412787,0.0809453210101,0.080979915943,,,,,,,,,,
140,4,0.0807877068376,0.0798588974595,0.080601944962,0.0807877068376,,,,,,,,,,
150,12.6,0.0807017596745,0.0804227084201,0.080478518671,0.0804227084201,,,,,,,,,,
140,14.6,0.0805612715641,0.0795373230774,0.0797421127748,0.0795373230774,,,,,,,,,,
150,6,0.0805357555304,0.080528328316,0.0805342700875,0.0805357555304,,,,,,,,,,
150,7.7,0.0805188619,0.0803665699311,0.0804884035062,0.0805188619,,,,,,,,,,
135,6,0.0805116749076,0.0776576044833,0.0782284185682,0.0776576044833,,,,,,,,,,
150,9,0.080198357533,0.0799188185844,0.0801424497433,0.080198357533,,,,,,,,,,
110,2.5,0.0800809534105,0.0799030630656,0.0799386411346,0.0799030630656,,,,,,,,,,
130,1.1,0.0798502815634,0.0798502815634,0.0798502815634,0.0798502815634,,,,,,,,,,
105,15.5,0.0797821979727,0.0797809174384,0.0797819418658,0.0797821979727,,,,,,,,,,
140,7.7,0.0796908669069,0.0788372606439,0.0795201456543,0.0796908669069,,,,,,,,,,
120,2,0.0793775464331,0.0793264563943,0.0793366744021,0.0793264563943,,,,,,,,,,
140,12.1,0.0793694411446,0.0792784097014,0.079351234856,0.0793694411446,,,,,,,,,,
140,8.5,0.0793197038498,0.0786279888721,0.0787663318677,0.0786279888721,,,,,,,,,,
135,2,0.0793046004464,0.0791524046497,0.079274161287,0.0793046004464,,,,,,,,,,
130,12.1,0.0792834093479,0.0790304634651,0.0790810526417,0.0790304634651,,,,,,,,,,
140,10.5,0.0792681288332,0.0791105379444,0.0791420561222,0.0791105379444,,,,,,,,,,
140,9.5,0.0792550343153,0.0790393971904,0.0790825246154,0.0790393971904,,,,,,,,,,
140,13.2,0.0791162054713,0.0786273765298,0.0787251423181,0.0786273765298,,,,,,,,,,
135,8.3,0.0790606668756,0.0789695294081,0.0789877569016,0.0789695294081,,,,,,,,,,
105,14.9,0.0790454281728,0.0790029400856,0.0790369305554,0.0790454281728,,,,,,,,,,
140,4.5,0.0790013984723,0.0751537811345,0.075923304602,0.0751537811345,,,,,,,,,,
140,9,0.0789561552149,0.0775648065202,0.0778430762592,0.0775648065202,,,,,,,,,,
140,8,0.0789355739941,0.0788699181425,0.0789224428237,0.0789355739941,,,,,,,,,,
140,11.9,0.0788917532336,0.0780245059561,0.0787183037781,0.0788917532336,,,,,,,,,,
105,2.5,0.0788615183908,0.0787946532322,0.0788080262639,0.0787946532322,,,,,,,,,,
130,12.3,0.0788441854658,0.0786879393346,0.0788129362396,0.0788441854658,,,,,,,,,,
140,7.9,0.0788357758939,0.0784278374374,0.0785094251287,0.0784278374374,,,,,,,,,,
140,11.7,0.0788260792456,0.0780658012867,0.0782178568785,0.0780658012867,,,,,,,,,,
135,14.4,0.0788209383303,0.078693901545,0.0787955309732,0.0788209383303,,,,,,,,,,
140,5.5,0.0788013654974,0.0780026565702,0.0781623983557,0.0780026565702,,,,,,,,,,
125,11.7,0.0787992958685,0.0784100275202,0.0784878811899,0.0784100275202,,,,,,,,,,
135,1.5,0.0786892928107,0.0786838797771,0.078688210204,0.0786892928107,,,,,,,,,,
140,12,0.0786069427349,0.0784101906109,0.0785675923101,0.0786069427349,,,,,,,,,,
150,7.9,0.0786053114448,0.078488282726,0.0785819057011,0.0786053114448,,,,,,,,,,
140,14,0.0785995448565,0.0777079844615,0.0778862965405,0.0777079844615,,,,,,,,,,
140,10,0.0785551650856,0.0783717898811,0.0785184900447,0.0785551650856,,,,,,,,,,
140,11.5,0.0783671203727,0.0775617783907,0.0777228467871,0.0775617783907,,,,,,,,,,
100,7.5,0.0782659716495,0.0775935352567,0.0781314843709,0.0782659716495,,,,,,,,,,
140,14.7,0.0782533113969,0.0779939734256,0.0780458410198,0.0779939734256,,,,,,,,,,
135,3,0.0782203216582,0.0769277230917,0.077186242805,0.0769277230917,,,,,,,,,,
135,7.9,0.0782122122067,0.0781381099608,0.0781973917575,0.0782122122067,,,,,,,,,,
135,7.5,0.0780399014109,0.0765345737953,0.0768356393184,0.0765345737953,,,,,,,,,,
135,7,0.0779960631005,0.0773152914887,0.0778599087781,0.0779960631005,,,,,,,,,,
140,12.9,0.077941691786,0.0774722982232,0.0778478130735,0.077941691786,,,,,,,,,,
135,6.5,0.0778969365922,0.0776205211764,0.0776758042595,0.0776205211764,,,,,,,,,,
130,11.9,0.0778312054216,0.0765175994564,0.0767803206494,0.0765175994564,,,,,,,,,,
135,10.5,0.0777130650208,0.0757852425455,0.0773275005257,0.0777130650208,,,,,,,,,,
140,3.5,0.0776597315575,0.0772116622925,0.0775701177045,0.0776597315575,,,,,,,,,,
140,13.8,0.0775548242019,0.0773266321857,0.0773722705889,0.0773266321857,,,,,,,,,,
135,4.5,0.077529125492,0.0770323449266,0.0774297693789,0.077529125492,,,,,,,,,,
125,1.1,0.0774948589862,0.0774109543084,0.077427735244,0.0774109543084,,,,,,,,,,
140,8.3,0.0774065019931,0.0771453508655,0.077197581091,0.0771453508655,,,,,,,,,,
140,12.6,0.0773323757284,0.0761445655902,0.0763821276178,0.0761445655902,,,,,,,,,,
135,12.6,0.0773021097427,0.0771548334919,0.0772726544925,0.0773021097427,,,,,,,,,,
130,12.9,0.0772870797685,0.0772593132826,0.0772648665797,0.0772593132826,,,,,,,,,,
140,16,0.0772389194243,0.0767520804423,0.0771415516279,0.0772389194243,,,,,,,,,,
125,3,0.0772213408644,0.0771290123182,0.0771474780274,0.0771290123182,,,,,,,,,,
140,7.5,0.0771457386356,0.0770474159669,0.0770670805007,0.0770474159669,,,,,,,,,,
135,13.8,0.0769170287727,0.0761016855135,0.0767539601208,0.0769170287727,,,,,,,,,,
130,7,0.0769155029957,0.0763209883996,0.0767966000764,0.0769155029957,,,,,,,,,,
300,1.5,0.0767297371679,0.0763539417788,0.0764291008566,0.0763539417788,,,,,,,,,,
125,2.5,0.0767119830242,0.0741607535027,0.0762017371199,0.0767119830242,,,,,,,,,,
135,4,0.076710648871,0.0761747362473,0.0766034663462,0.076710648871,,,,,,,,,,
140,12.3,0.0766843087696,0.0765538716138,0.0766582213384,0.0766843087696,,,,,,,,,,
300,1.1,0.0765581451228,0.0764576925639,0.0764777830757,0.0764576925639,,,,,,,,,,
300,15.5,0.0765032008188,0.0761226227788,0.0761987383868,0.0761226227788,,,,,,,,,,
130,7.5,0.0764964408669,0.0757777641038,0.0759214994564,0.0757777641038,,,,,,,,,,
140,8.1,0.0764673808031,0.0751459744972,0.0754102557583,0.0751459744972,,,,,,,,,,
300,8.1,0.0764651096673,0.0763989472841,0.0764121797608,0.0763989472841,,,,,,,,,,
135,5,0.0764550907373,0.0760744895085,0.0761506097543,0.0760744895085,,,,,,,,,,
300,2.5,0.07640411251,0.0763939579488,0.076395988861,0.0763939579488,,,,,,,,,,
135,5.5,0.0762927317182,0.0760266975528,0.0762395248851,0.0762927317182,,,,,,,,,,
135,8,0.0762671756372,0.0749202776413,0.075997796038,0.0762671756372,,,,,,,,,,
300,7.9,0.0762518012477,0.0758541357236,0.0761722681429,0.0762518012477,,,,,,,,,,
135,12.9,0.0761299258546,0.0752537315411,0.0754289704038,0.0752537315411,,,,,,,,,,
130,11.5,0.0761273910537,0.075985530897,0.0760139029283,0.075985530897,,,,,,,,,,
135,15.5,0.0760571338291,0.0753932428053,0.07552602101,0.0753932428053,,,,,,,,,,
130,4,0.0760539223435,0.0758005954133,0.0758512607994,0.0758005954133,,,,,,,,,,
300,11.5,0.0759285846375,0.0759048331099,0.0759095834154,0.0759048331099,,,,,,,,,,
90,8,0.0758804572389,0.0757002463674,0.0757362885417,0.0757002463674,,,,,,,,,,
300,10.5,0.0758779991944,0.0757846389086,0.0758033109657,0.0757846389086,,,,,,,,,,
140,3,0.07583094662,0.0756828056152,0.0757124338162,0.0756828056152,,,,,,,,,,
300,14.4,0.075681286682,0.0749794954502,0.0755409284356,0.075681286682,,,,,,,,,,
300,11.7,0.0756721423523,0.0756389907389,0.0756655120296,0.0756721423523,,,,,,,,,,
130,6,0.0756081808565,0.0755314259259,0.0755928298704,0.0756081808565,,,,,,,,,,
135,2.5,0.0755629796171,0.0748351127266,0.0749806861047,0.0748351127266,,,,,,,,,,
140,11,0.0755298023973,0.0751229079449,0.0752042868354,0.0751229079449,,,,,,,,,,
130,15.5,0.0755201443414,0.0752453785346,0.0753003316959,0.0752453785346,,,,,,,,,,
300,7.5,0.0754596176581,0.0744464091549,0.0746490508556,0.0744464091549,,,,,,,,,,
135,11.9,0.0753883445162,0.0753564182555,0.0753628035076,0.0753564182555,,,,,,,,,,
135,13.5,0.0753867955038,0.0745312483448,0.075215686072,0.0753867955038,,,,,,,,,,
300,16,0.0753440959914,0.0746614336385,0.0747979661091,0.0746614336385,,,,,,,,,,
130,3,0.0753191088585,0.0748794450131,0.0752311760894,0.0753191088585,,,,,,,,,,
300,5,0.0753023501801,0.0752868548045,0.075299251105,0.0753023501801,,,,,,,,,,
135,8.5,0.0751982982709,0.0750187745187,0.0750546792691,0.0750187745187,,,,,,,,,,
125,3.5,0.0751969195756,0.0746224155153,0.0750820187635,0.0751969195756,,,,,,,,,,
130,8,0.075165309575,0.0744580606923,0.0750238597984,0.075165309575,,,,,,,,,,
140,7,0.0751608736063,0.0751087596021,0.0751504508054,0.0751608736063,,,,,,,,,,
135,12.1,0.0751463426124,0.0745930219098,0.0747036860503,0.0745930219098,,,,,,,,,,
135,14.6,0.0751286562986,0.074844842666,0.0749016053925,0.074844842666,,,,,,,,,,
300,13.8,0.0750766621875,0.0750222878334,0.0750331627042,0.0750222878334,,,,,,,,,,
300,11,0.0750411405184,0.0746488252151,0.0747272882758,0.0746488252151,,,,,,,,,,
300,7,0.0750243504384,0.0734405461026,0.0747075895712,0.0750243504384,,,,,,,,,,
135,11.5,0.0750108927662,0.0741312828342,0.0743072048206,0.0741312828342,,,,,,,,,,
300,13.5,0.0749976300558,0.0742068005214,0.0743649664283,0.0742068005214,,,,,,,,,,
300,12.3,0.0749787758833,0.0742827322423,0.0748395671551,0.0749787758833,,,,,,,,,,
135,10,0.074958339692,0.0746610504531,0.0747205083009,0.0746610504531,,,,,,,,,,
130,11.7,0.07494290495,0.0747503631654,0.0747888715223,0.0747503631654,,,,,,,,,,
100,2,0.0749121770375,0.0747551235552,0.0748807663411,0.0749121770375,,,,,,,,,,
120,1.1,0.0748787360333,0.0743674288861,0.0744696903155,0.0743674288861,,,,,,,,,,
300,12.6,0.0748679223874,0.0747039608396,0.0747367531492,0.0747039608396,,,,,,,,,,
300,4,0.0748112992762,0.074774968958,0.0748040332126,0.0748112992762,,,,,,,,,,
300,5.5,0.0747914833021,0.0744760075878,0.0745391027307,0.0744760075878,,,,,,,,,,
130,12,0.0747493475957,0.0736276546061,0.0745250089978,0.0747493475957,,,,,,,,,,
120,5,0.0747384443798,0.0745756140987,0.0747058783236,0.0747384443798,,,,,,,,,,
130,14.6,0.0746647852105,0.0727049146727,0.0742728111029,0.0746647852105,,,,,,,,,,
140,14.2,0.0746553334617,0.0739257986442,0.0745094264982,0.0746553334617,,,,,,,,,,
130,5,0.0746478336256,0.0743833947164,0.0745949458438,0.0746478336256,,,,,,,,,,
135,7.7,0.0746457720985,0.0745480455655,0.0746262267919,0.0746457720985,,,,,,,,,,
135,12,0.0746248527386,0.0728717414085,0.0742742304726,0.0746248527386,,,,,,,,,,
300,11.9,0.0746010604639,0.0743247769215,0.07438003363,0.0743247769215,,,,,,,,,,
90,7.9,0.0745984560553,0.0745984560553,0.0745984560553,0.0745984560553,,,,,,,,,,
300,10,0.0745863801118,0.0745106061933,0.074525760977,0.0745106061933,,,,,,,,,,
115,1.5,0.0745851092738,0.0730602917106,0.0733652552233,0.0730602917106,,,,,,,,,,
300,6,0.0744972402664,0.0743970147478,0.0744170598515,0.0743970147478,,,,,,,,,,
300,14.6,0.074473788008,0.0742422260651,0.0744274756194,0.074473788008,,,,,,,,,,
140,2,0.0744573696774,0.0742744301126,0.0743110180255,0.0742744301126,,,,,,,,,,
135,13.2,0.0744103250985,0.0740551967044,0.0743392994196,0.0744103250985,,,,,,,,,,
300,13.2,0.074400182638,0.07429151269,0.0743132466796,0.07429151269,,,,,,,,,,
300,2,0.074378299623,0.0737983329288,0.0742623062842,0.074378299623,,,,,,,,,,
125,7.9,0.0743275331889,0.0734966128144,0.0736627968893,0.0734966128144,,,,,,,,,,
125,11.5,0.0743170355382,0.0738745445841,0.0739630427749,0.0738745445841,,,,,,,,,,
130,14.2,0.0742659615905,0.073345478667,0.0735295752517,0.073345478667,,,,,,,,,,
125,14,0.0742455313889,0.0734252263581,0.0740814703828,0.0742455313889,,,,,,,,,,
300,14.2,0.0742128506689,0.0739331553705,0.0739890944302,0.0739331553705,,,,,,,,,,
120,1.5,0.0741687783839,0.0741139792228,0.0741578185516,0.0741687783839,,,,,,,,,,
125,4.5,0.0740880900291,0.0735603882393,0.0736659285973,0.0735603882393,,,,,,,,,,
300,8,0.0740777076947,0.0725070148129,0.0728211533893,0.0725070148129,,,,,,,,,,
300,7.7,0.0740763742034,0.0732761248257,0.0739163243278,0.0740763742034,,,,,,,,,,
135,12.3,0.0740560926604,0.0740317066508,0.0740365838527,0.0740317066508,,,,,,,,,,
125,12.9,0.0740347259043,0.0736751365663,0.0737470544339,0.0736751365663,,,,,,,,,,
100,6.5,0.0739719788009,0.0739684967453,0.0739691931564,0.0739684967453,,,,,,,,,,
125,12.1,0.0739699937902,0.0738746591642,0.073950926865,0.0739699937902,,,,,,,,,,
300,12.1,0.0739512160689,0.0726197177716,0.0728860174311,0.0726197177716,,,,,,,,,,
105,12.9,0.0739313106018,0.0719634402413,0.0723570143134,0.0719634402413,,,,,,,,,,
125,6,0.0738975776295,0.0726916613694,0.0736563943775,0.0738975776295,,,,,,,,,,
130,3.5,0.0738170254953,0.0729175413237,0.073637128661,0.0738170254953,,,,,,,,,,
300,12.9,0.0737964670698,0.0736632200992,0.0737698176757,0.0737964670698,,,,,,,,,,
125,12.6,0.0737900288054,0.0729436838689,0.0731129528562,0.0729436838689,,,,,,,,,,
130,8.3,0.0737760140973,0.0735127511088,0.0737233614996,0.0737760140973,,,,,,,,,,
135,11.7,0.0737741240302,0.0732764521891,0.0733759865573,0.0732764521891,,,,,,,,,,
300,14.7,0.0737525626,0.0734674580343,0.0735244789474,0.0734674580343,,,,,,,,,,
125,10.5,0.0737386244915,0.0734280010485,0.0736764998029,0.0737386244915,,,,,,,,,,
135,8.1,0.0737050340676,0.0736250795637,0.0736410704645,0.0736250795637,,,,,,,,,,
130,13.5,0.0736551497254,0.0730090709364,0.0735259339676,0.0736551497254,,,,,,,,,,
135,14.7,0.0735667041414,0.0733771974708,0.0735288028073,0.0735667041414,,,,,,,,,,
130,14.7,0.0735460631583,0.073175519111,0.0734719543488,0.0735460631583,,,,,,,,,,
135,16,0.0735283339461,0.0728897821368,0.0730174924987,0.0728897821368,,,,,,,,,,
135,9,0.0734102493941,0.0730140682355,0.0733310131624,0.0734102493941,,,,,,,,,,
120,9,0.0733985029241,0.0728435493222,0.0732875122037,0.0733985029241,,,,,,,,,,
130,14.4,0.0733911322464,0.0731001699853,0.0733329397942,0.0733911322464,,,,,,,,,,
130,2,0.0733697993859,0.0728829592605,0.0729803272856,0.0728829592605,,,,,,,,,,
125,14.2,0.0733489927806,0.0709725728731,0.0714478568546,0.0709725728731,,,,,,,,,,
130,13.8,0.0733465141628,0.0732758034809,0.0732899456173,0.0732758034809,,,,,,,,,,
130,8.1,0.0733270683283,0.0732139522519,0.0732365754672,0.0732139522519,,,,,,,,,,
125,1.5,0.0733047395186,0.0731659081174,0.0732769732383,0.0733047395186,,,,,,,,,,
125,2,0.0732575319555,0.0724124937278,0.07308852431,0.0732575319555,,,,,,,,,,
300,4.5,0.0732276522994,0.0730197779487,0.0730613528189,0.0730197779487,,,,,,,,,,
300,14.9,0.0731876786413,0.0731081356337,0.0731717700398,0.0731876786413,,,,,,,,,,
125,12,0.0731811228249,0.0731624503874,0.0731773883374,0.0731811228249,,,,,,,,,,
135,14.9,0.0731626018101,0.072373060811,0.0725309690108,0.072373060811,,,,,,,,,,
130,11,0.0731373686091,0.0726807819622,0.0727720992916,0.0726807819622,,,,,,,,,,
125,14.4,0.0731238812807,0.0730252029865,0.0731041456219,0.0731238812807,,,,,,,,,,
135,9.5,0.0731202187337,0.0729943217832,0.0730950393436,0.0731202187337,,,,,,,,,,
105,2,0.0730671208387,0.0729567472126,0.0729788219378,0.0729567472126,,,,,,,,,,
90,2,0.0730020645372,0.0729475262779,0.0729584339298,0.0729475262779,,,,,,,,,,
135,14.2,0.0729805033188,0.0728946909711,0.0729633408492,0.0729805033188,,,,,,,,,,
300,14,0.0727401135816,0.0722646021965,0.0723597044735,0.0722646021965,,,,,,,,,,
125,7.5,0.0726216924542,0.0722793706156,0.0723478349833,0.0722793706156,,,,,,,,,,
130,10.5,0.0726196815035,0.0724916132999,0.0725172269406,0.0724916132999,,,,,,,,,,
125,5.5,0.0726107523576,0.0724475918474,0.0725781202556,0.0726107523576,,,,,,,,,,
125,14.7,0.072604804261,0.0722058002661,0.0722856010651,0.0722058002661,,,,,,,,,,
130,9,0.0724985109045,0.0724159324263,0.0724819952088,0.0724985109045,,,,,,,,,,
135,11,0.0724844527368,0.072470721449,0.0724734677065,0.072470721449,,,,,,,,,,
300,6.5,0.0723690598512,0.0721157742904,0.0723184027391,0.0723690598512,,,,,,,,,,
