K_cap,k_low,NMI_max,NMI_min,NMI_avg,NMI_med,algo_choice,,,,,,,,,
270,119,0.538662622988,0.538662622988,0.538662622988,0.538662622988,3,,,,,,,,,
220,69,0.538516814276,0.538516814276,0.538516814276,0.538516814276,3,,,,,,,,,
250,109,0.538321187707,0.538321187707,0.538321187707,0.538321187707,3,,,,,,,,,
250,114,0.538321187707,0.538321187707,0.538321187707,0.538321187707,3,,,,,,,,,
250,89,0.538161925572,0.538161925572,0.538161925572,0.538161925572,3,,,,,,,,,
240,89,0.538115957065,0.538115957065,0.538115957065,0.538115957065,3,,,,,,,,,
240,69,0.538005699588,0.538005699588,0.538005699588,0.538005699588,3,,,,,,,,,
240,95,0.537895192738,0.537895192738,0.537895192738,0.537895192738,3,,,,,,,,,
240,50,0.537876227568,0.53783585724,0.537868153502,0.537876227568,3,,,,,,,,,
240,55,0.537866056184,0.537866056184,0.537866056184,0.537866056184,3,,,,,,,,,
250,104,0.537757074509,0.537757074509,0.537757074509,0.537757074509,3,,,,,,,,,
250,65,0.537732182779,0.537732182779,0.537732182779,0.537732182779,3,,,,,,,,,
220,60,0.537628048713,0.537628048713,0.537628048713,0.537628048713,3,,,,,,,,,
240,60,0.537592121765,0.537592121765,0.537592121765,0.537592121765,3,,,,,,,,,
240,65,0.537592121765,0.537592121765,0.537592121765,0.537592121765,3,,,,,,,,,
220,55,0.537579611325,0.537579611325,0.537579611325,0.537579611325,3,,,,,,,,,
220,99,0.537552041701,0.537552041701,0.537552041701,0.537552041701,3,,,,,,,,,
270,210,0.53745313884,0.53745313884,0.53745313884,0.53745313884,3,,,,,,,,,
270,114,0.537432986303,0.537432986303,0.537432986303,0.537432986303,3,,,,,,,,,
270,199,0.537409420733,0.537409420733,0.537409420733,0.537409420733,3,,,,,,,,,
270,139,0.537391990842,0.537391990842,0.537391990842,0.537391990842,3,,,,,,,,,
240,114,0.537388542512,0.537388542512,0.537388542512,0.537388542512,3,,,,,,,,,
240,119,0.537388542512,0.537388542512,0.537388542512,0.537388542512,3,,,,,,,,,
240,99,0.537342274315,0.537342274315,0.537342274315,0.537342274315,3,,,,,,,,,
270,190,0.53724123157,0.53724123157,0.53724123157,0.53724123157,3,,,,,,,,,
270,85,0.537146842619,0.537146842619,0.537146842619,0.537146842619,3,,,,,,,,,
250,99,0.536990412575,0.536990412575,0.536990412575,0.536990412575,3,,,,,,,,,
270,179,0.537023831126,0.536608752633,0.536940815427,0.537023831126,3,,,,,,,,,
270,89,0.536935929382,0.536935929382,0.536935929382,0.536935929382,3,,,,,,,,,
240,104,0.536930439047,0.536930439047,0.536930439047,0.536930439047,3,,,,,,,,,
240,109,0.536930439047,0.536930439047,0.536930439047,0.536930439047,3,,,,,,,,,
270,99,0.536926942712,0.536926942712,0.536926942712,0.536926942712,3,,,,,,,,,
270,104,0.536857297303,0.536857297303,0.536857297303,0.536857297303,3,,,,,,,,,
270,109,0.536845558939,0.536845558939,0.536845558939,0.536845558939,3,,,,,,,,,
270,80,0.536733100298,0.536733100298,0.536733100298,0.536733100298,3,,,,,,,,,
250,60,0.536412895651,0.536412895651,0.536412895651,0.536412895651,3,,,,,,,,,
250,199,0.536360818557,0.536360818557,0.536360818557,0.536360818557,3,,,,,,,,,
250,199,0.536360818557,0.536360818557,0.536360818557,0.536360818557,3,,,,,,,,,
270,65,0.536204725049,0.536204725049,0.536204725049,0.536204725049,3,,,,,,,,,
270,69,0.536204725049,0.536204725049,0.536204725049,0.536204725049,3,,,,,,,,,
270,75,0.536204725049,0.536204725049,0.536204725049,0.536204725049,3,,,,,,,,,
250,55,0.536146770592,0.536146770592,0.536146770592,0.536146770592,3,,,,,,,,,
220,50,0.536394950425,0.536050438539,0.536119340916,0.536050438539,3,,,,,,,,,
250,149,0.536094160742,0.536094160742,0.536094160742,0.536094160742,3,,,,,,,,,
250,149,0.536094160742,0.536094160742,0.536094160742,0.536094160742,3,,,,,,,,,
270,50,0.536083463272,0.536083463272,0.536083463272,0.536083463272,3,,,,,,,,,
270,55,0.535836095945,0.535836095945,0.535836095945,0.535836095945,3,,,,,,,,,
250,50,0.535813425763,0.535813425763,0.535813425763,0.535813425763,3,,,,,,,,,
270,149,0.535775876408,0.535775876408,0.535775876408,0.535775876408,3,,,,,,,,,
250,124,0.53574851775,0.53574851775,0.53574851775,0.53574851775,3,,,,,,,,,
250,119,0.535566186961,0.535566186961,0.535566186961,0.535566186961,3,,,,,,,,,
200,50,0.535219238404,0.535219238404,0.535219238404,0.535219238404,3,,,,,,,,,
270,159,0.535185556426,0.535185556426,0.535185556426,0.535185556426,3,,,,,,,,,
270,60,0.535156277544,0.535156277544,0.535156277544,0.535156277544,3,,,,,,,,,
300,105,0.535039221455,0.535039221455,0.535039221455,0.535039221455,3,,,,,,,,,
300,105,0.535039221455,0.535039221455,0.535039221455,0.535039221455,3,,,,,,,,,
300,105,0.535039221455,0.535039221455,0.535039221455,0.535039221455,3,,,,,,,,,
270,95,0.535022981545,0.535022981545,0.535022981545,0.535022981545,3,,,,,,,,,
250,129,0.534865490395,0.534865490395,0.534865490395,0.534865490395,3,,,,,,,,,
240,139,0.535364498812,0.534505989165,0.534677691095,0.534505989165,3,,,,,,,,,
200,60,0.534481251824,0.534481251824,0.534481251824,0.534481251824,3,,,,,,,,,
270,230,0.534479643764,0.534479643764,0.534479643764,0.534479643764,3,,,,,,,,,
250,179,0.534429018329,0.534429018329,0.534429018329,0.534429018329,3,,,,,,,,,
220,104,0.534319126537,0.534319126537,0.534319126537,0.534319126537,3,,,,,,,,,
250,149,0.534158881685,0.534158881685,0.534158881685,0.534158881685,3,,,,,,,,,
220,109,0.534048185524,0.534048185524,0.534048185524,0.534048185524,3,,,,,,,,,
200,55,0.534020142218,0.534020142218,0.534020142218,0.534020142218,3,,,,,,,,,
300,70,0.534017490864,0.534017490864,0.534017490864,0.534017490864,3,,,,,,,,,
300,70,0.534017490864,0.534017490864,0.534017490864,0.534017490864,3,,,,,,,,,
300,70,0.534017490864,0.534017490864,0.534017490864,0.534017490864,3,,,,,,,,,
240,129,0.533968298487,0.533968298487,0.533968298487,0.533968298487,3,,,,,,,,,
240,124,0.534479636094,0.533702653834,0.533858050286,0.533702653834,3,,,,,,,,,
200,69,0.533828067765,0.533357742329,0.533451807417,0.533357742329,3,,,,,,,,,
250,139,0.533281656652,0.533281656652,0.533281656652,0.533281656652,3,,,,,,,,,
300,249,0.53322318541,0.53322318541,0.53322318541,0.53322318541,3,,,,,,,,,
300,199,0.533050184748,0.533050184748,0.533050184748,0.533050184748,3,,,,,,,,,
300,199,0.533050184748,0.533050184748,0.533050184748,0.533050184748,3,,,,,,,,,
200,75,0.533048629651,0.533048629651,0.533048629651,0.533048629651,3,,,,,,,,,
300,115,0.532951535758,0.532951535758,0.532951535758,0.532951535758,3,,,,,,,,,
300,125,0.532951535758,0.532951535758,0.532951535758,0.532951535758,3,,,,,,,,,
300,115,0.532951535758,0.532951535758,0.532951535758,0.532951535758,3,,,,,,,,,
300,125,0.532951535758,0.532951535758,0.532951535758,0.532951535758,3,,,,,,,,,
300,115,0.532951535758,0.532951535758,0.532951535758,0.532951535758,3,,,,,,,,,
300,125,0.532951535758,0.532951535758,0.532951535758,0.532951535758,3,,,,,,,,,
300,199,0.532908583386,0.532908583386,0.532908583386,0.532908583386,3,,,,,,,,,
300,55,0.532889527434,0.532889527434,0.532889527434,0.532889527434,3,,,,,,,,,
300,249,0.532856598829,0.532856598829,0.532856598829,0.532856598829,3,,,,,,,,,
300,249,0.532856598829,0.532856598829,0.532856598829,0.532856598829,3,,,,,,,,,
200,65,0.532831854015,0.532788875936,0.532797471552,0.532788875936,3,,,,,,,,,
300,60,0.532539739492,0.532539739492,0.532539739492,0.532539739492,3,,,,,,,,,
240,149,0.532512050927,0.532512050927,0.532512050927,0.532512050927,3,,,,,,,,,
220,114,0.532393426139,0.532393426139,0.532393426139,0.532393426139,3,,,,,,,,,
300,190,0.532294983695,0.531521224569,0.53214023187,0.532294983695,3,,,,,,,,,
250,75,0.531960848942,0.531960848942,0.531960848942,0.531960848942,3,,,,,,,,,
250,75,0.531960848942,0.531960848942,0.531960848942,0.531960848942,3,,,,,,,,,
300,85,0.531824232934,0.531824232934,0.531824232934,0.531824232934,3,,,,,,,,,
200,80,0.532715985113,0.531591687124,0.531816546722,0.531591687124,3,,,,,,,,,
250,159,0.53172646279,0.53172646279,0.53172646279,0.53172646279,3,,,,,,,,,
300,149,0.531470813813,0.531470813813,0.531470813813,0.531470813813,3,,,,,,,,,
300,159,0.531470813813,0.531470813813,0.531470813813,0.531470813813,3,,,,,,,,,
300,69,0.531467552349,0.531467552349,0.531467552349,0.531467552349,3,,,,,,,,,
300,75,0.531467552349,0.531467552349,0.531467552349,0.531467552349,3,,,,,,,,,
300,80,0.531467552349,0.531467552349,0.531467552349,0.531467552349,3,,,,,,,,,
300,179,0.531431796411,0.531431796411,0.531431796411,0.531431796411,3,,,,,,,,,
200,70,0.531402630347,0.531402630347,0.531402630347,0.531402630347,3,,,,,,,,,
200,70,0.531402630347,0.531402630347,0.531402630347,0.531402630347,3,,,,,,,,,
200,70,0.531402630347,0.531402630347,0.531402630347,0.531402630347,3,,,,,,,,,
300,210,0.531369843321,0.531369843321,0.531369843321,0.531369843321,3,,,,,,,,,
300,99,0.531352042206,0.531352042206,0.531352042206,0.531352042206,3,,,,,,,,,
300,104,0.531352042206,0.531352042206,0.531352042206,0.531352042206,3,,,,,,,,,
300,95,0.531301302132,0.531301302132,0.531301302132,0.531301302132,3,,,,,,,,,
300,65,0.530862481747,0.530862481747,0.530862481747,0.530862481747,3,,,,,,,,,
300,230,0.530791055747,0.530791055747,0.530791055747,0.530791055747,3,,,,,,,,,
250,249,0.530641521697,0.530641521697,0.530641521697,0.530641521697,3,,,,,,,,,
250,249,0.530641521697,0.530641521697,0.530641521697,0.530641521697,3,,,,,,,,,
300,149,0.530607626656,0.530607626656,0.530607626656,0.530607626656,3,,,,,,,,,
300,149,0.530607626656,0.530607626656,0.530607626656,0.530607626656,3,,,,,,,,,
300,109,0.530554902768,0.530554902768,0.530554902768,0.530554902768,3,,,,,,,,,
300,139,0.530451402909,0.530451402909,0.530451402909,0.530451402909,3,,,,,,,,,
300,114,0.530419665074,0.530419665074,0.530419665074,0.530419665074,3,,,,,,,,,
300,119,0.530419665074,0.530419665074,0.530419665074,0.530419665074,3,,,,,,,,,
300,124,0.530419665074,0.530419665074,0.530419665074,0.530419665074,3,,,,,,,,,
250,190,0.53055562921,0.530378830521,0.530414190259,0.530378830521,3,,,,,,,,,
300,129,0.530208568872,0.530208568872,0.530208568872,0.530208568872,3,,,,,,,,,
200,75,0.530158496952,0.530158496952,0.530158496952,0.530158496952,3,,,,,,,,,
200,75,0.530158496952,0.530158496952,0.530158496952,0.530158496952,3,,,,,,,,,
220,119,0.530921235772,0.529947839752,0.530142518956,0.529947839752,3,,,,,,,,,
300,50,0.53013923589,0.53013923589,0.53013923589,0.53013923589,3,,,,,,,,,
240,159,0.529762234069,0.529762234069,0.529762234069,0.529762234069,3,,,,,,,,,
300,299,0.529792843843,0.529038904305,0.529189692213,0.529038904305,3,,,,,,,,,
300,89,0.529166907874,0.529166907874,0.529166907874,0.529166907874,3,,,,,,,,,
180,50,0.529068779579,0.529000342539,0.529055092171,0.529068779579,3,,,,,,,,,
250,199,0.529125883312,0.528716838414,0.529044074333,0.529125883312,3,,,,,,,,,
300,299,0.529038904305,0.529038904305,0.529038904305,0.529038904305,3,,,,,,,,,
300,299,0.529038904305,0.529038904305,0.529038904305,0.529038904305,3,,,,,,,,,
300,299,0.529038904305,0.529038904305,0.529038904305,0.529038904305,3,,,,,,,,,
270,249,0.528315407156,0.528126326958,0.528164142998,0.528126326958,3,,,,,,,,,
200,89,0.527980605976,0.527980605976,0.527980605976,0.527980605976,3,,,,,,,,,
220,124,0.528381460376,0.527834668353,0.527944026758,0.527834668353,3,,,,,,,,,
200,105,0.52781878763,0.52725636542,0.527706303188,0.52781878763,3,,,,,,,,,
180,55,0.527785583313,0.52682219584,0.527592905819,0.527785583313,3,,,,,,,,,
200,85,0.527475027037,0.527337488644,0.527447519358,0.527475027037,3,,,,,,,,,
200,105,0.52725636542,0.52725636542,0.52725636542,0.52725636542,3,,,,,,,,,
200,105,0.52725636542,0.52725636542,0.52725636542,0.52725636542,3,,,,,,,,,
200,115,0.526996837738,0.526996837738,0.526996837738,0.526996837738,3,,,,,,,,,
200,115,0.526996837738,0.526996837738,0.526996837738,0.526996837738,3,,,,,,,,,
200,115,0.526996837738,0.526996837738,0.526996837738,0.526996837738,3,,,,,,,,,
240,179,0.526698941363,0.526698941363,0.526698941363,0.526698941363,3,,,,,,,,,
220,129,0.526460472243,0.526460472243,0.526460472243,0.526460472243,3,,,,,,,,,
220,139,0.526225454406,0.526225454406,0.526225454406,0.526225454406,3,,,,,,,,,
220,179,0.526018054654,0.526018054654,0.526018054654,0.526018054654,3,,,,,,,,,
200,95,0.525528882454,0.525528882454,0.525528882454,0.525528882454,3,,,,,,,,,
200,149,0.525393555481,0.525393555481,0.525393555481,0.525393555481,3,,,,,,,,,
350,249,0.525190338693,0.52499413966,0.525151098886,0.525190338693,3,,,,,,,,,
350,230,0.524737220969,0.524737220969,0.524737220969,0.524737220969,3,,,,,,,,,
240,190,0.524701714418,0.524701714418,0.524701714418,0.524701714418,3,,,,,,,,,
350,299,0.5247085048,0.524336135561,0.524634030953,0.5247085048,3,,,,,,,,,
240,230,0.523970272739,0.523970272739,0.523970272739,0.523970272739,3,,,,,,,,,
180,60,0.523821309474,0.523342832648,0.523725614109,0.523821309474,3,,,,,,,,,
350,349,0.523745741907,0.523558296977,0.523708252921,0.523745741907,3,,,,,,,,,
350,210,0.522821000571,0.522821000571,0.522821000571,0.522821000571,3,,,,,,,,,
30,29,0.522650238153,0.522650238153,0.522650238153,0.522650238153,3,,,,,,,,,
220,190,0.522642311504,0.522642311504,0.522642311504,0.522642311504,3,,,,,,,,,
400,399,0.522640862226,0.52173467414,0.522459624609,0.522640862226,3,,,,,,,,,
250,210,0.522351677641,0.522351677641,0.522351677641,0.522351677641,3,,,,,,,,,
200,125,0.52225665231,0.52225665231,0.52225665231,0.52225665231,3,,,,,,,,,
200,125,0.52225665231,0.52225665231,0.52225665231,0.52225665231,3,,,,,,,,,
200,125,0.52225665231,0.52225665231,0.52225665231,0.52225665231,3,,,,,,,,,
400,399,0.522281903222,0.521835509428,0.522192624463,0.522281903222,3,,,,,,,,,
200,159,0.523075897872,0.521865266505,0.522107392779,0.521865266505,3,,,,,,,,,
220,149,0.522059909335,0.522059909335,0.522059909335,0.522059909335,3,,,,,,,,,
200,99,0.522441689798,0.521669398986,0.521823857148,0.521669398986,3,,,,,,,,,
220,199,0.521776863106,0.521776863106,0.521776863106,0.521776863106,3,,,,,,,,,
115,50,0.521671773326,0.521671773326,0.521671773326,0.521671773326,3,,,,,,,,,
350,159,0.52166638817,0.52166638817,0.52166638817,0.52166638817,3,,,,,,,,,
350,179,0.521495448424,0.521495448424,0.521495448424,0.521495448424,3,,,,,,,,,
250,230,0.521445674186,0.521445674186,0.521445674186,0.521445674186,3,,,,,,,,,
110,50,0.521533917045,0.521274665371,0.521326515706,0.521274665371,3,,,,,,,,,
350,149,0.521290093592,0.521290093592,0.521290093592,0.521290093592,3,,,,,,,,,
200,104,0.521383388738,0.520902549683,0.521287220927,0.521383388738,3,,,,,,,,,
220,159,0.520946053427,0.520946053427,0.520946053427,0.520946053427,3,,,,,,,,,
300,75,0.520942402761,0.520942402761,0.520942402761,0.520942402761,3,,,,,,,,,
300,75,0.520942402761,0.520942402761,0.520942402761,0.520942402761,3,,,,,,,,,
350,139,0.520918792509,0.520918792509,0.520918792509,0.520918792509,3,,,,,,,,,
350,129,0.520872003908,0.520872003908,0.520872003908,0.520872003908,3,,,,,,,,,
350,119,0.520818428648,0.520818428648,0.520818428648,0.520818428648,3,,,,,,,,,
350,124,0.520818428648,0.520818428648,0.520818428648,0.520818428648,3,,,,,,,,,
350,114,0.520818428648,0.51998031054,0.520650805026,0.520818428648,3,,,,,,,,,
180,139,0.52046446465,0.52046446465,0.52046446465,0.52046446465,3,,,,,,,,,
200,109,0.520571468051,0.519882957474,0.520433765935,0.520571468051,3,,,,,,,,,
350,199,0.52042011507,0.52042011507,0.52042011507,0.52042011507,3,,,,,,,,,
240,199,0.520273234185,0.520273234185,0.520273234185,0.520273234185,3,,,,,,,,,
220,210,0.52009569708,0.52009569708,0.52009569708,0.52009569708,3,,,,,,,,,
350,190,0.520037044438,0.520037044438,0.520037044438,0.520037044438,3,,,,,,,,,
110,69,0.519855261889,0.519855261889,0.519855261889,0.519855261889,3,,,,,,,,,
110,60,0.519851741746,0.519851741746,0.519851741746,0.519851741746,3,,,,,,,,,
200,199,0.519809627057,0.519809627057,0.519809627057,0.519809627057,3,,,,,,,,,
200,199,0.519809627057,0.519809627057,0.519809627057,0.519809627057,3,,,,,,,,,
400,299,0.519946201115,0.518865529583,0.519730066808,0.519946201115,3,,,,,,,,,
380,299,0.519726544956,0.519726544956,0.519726544956,0.519726544956,3,,,,,,,,,
110,65,0.519809570683,0.519264276105,0.519700511767,0.519809570683,3,,,,,,,,,
350,69,0.52014182725,0.519557620372,0.519674461747,0.519557620372,3,,,,,,,,,
380,230,0.519660520625,0.519660520625,0.519660520625,0.519660520625,3,,,,,,,,,
350,80,0.519598625511,0.519598625511,0.519598625511,0.519598625511,3,,,,,,,,,
110,55,0.520802176128,0.519262901638,0.519570756536,0.519262901638,3,,,,,,,,,
240,210,0.519316669344,0.519316669344,0.519316669344,0.519316669344,3,,,,,,,,,
380,349,0.519627315236,0.519100865926,0.519206155788,0.519100865926,3,,,,,,,,,
400,349,0.519880513521,0.518934082171,0.519123368441,0.518934082171,3,,,,,,,,,
180,149,0.519168995172,0.518868894846,0.519108975107,0.519168995172,3,,,,,,,,,
380,249,0.519090058313,0.519090058313,0.519090058313,0.519090058313,3,,,,,,,,,
115,69,0.519303867345,0.517720092698,0.518987112416,0.519303867345,3,,,,,,,,,
350,75,0.518952407735,0.518952407735,0.518952407735,0.518952407735,3,,,,,,,,,
180,159,0.518883538126,0.518883538126,0.518883538126,0.518883538126,3,,,,,,,,,
160,129,0.518642288558,0.518642288558,0.518642288558,0.518642288558,3,,,,,,,,,
400,299,0.519007638738,0.518471598956,0.518578806912,0.518471598956,3,,,,,,,,,
350,104,0.518554828813,0.518554828813,0.518554828813,0.518554828813,3,,,,,,,,,
200,114,0.518977927911,0.518433288353,0.518542216265,0.518433288353,3,,,,,,,,,
350,65,0.518455903428,0.518455903428,0.518455903428,0.518455903428,3,,,,,,,,,
200,179,0.518431799216,0.518431799216,0.518431799216,0.518431799216,3,,,,,,,,,
160,50,0.518385831163,0.518327336536,0.518374132238,0.518385831163,3,,,,,,,,,
400,299,0.519379845128,0.518104758183,0.518359775572,0.518104758183,3,,,,,,,,,
350,99,0.518554828813,0.517539789393,0.518351820929,0.518554828813,3,,,,,,,,,
150,55,0.518264625209,0.518264625209,0.518264625209,0.518264625209,3,,,,,,,,,
115,75,0.518348642862,0.517821136716,0.518243141633,0.518348642862,3,,,,,,,,,
350,89,0.5182806871,0.517707040884,0.518165957857,0.5182806871,3,,,,,,,,,
350,85,0.519561876178,0.517707040884,0.518078007943,0.517707040884,3,,,,,,,,,
115,55,0.518028574307,0.518028574307,0.518028574307,0.518028574307,3,,,,,,,,,
115,60,0.518028574307,0.518028574307,0.518028574307,0.518028574307,3,,,,,,,,,
160,139,0.518109390091,0.517397348934,0.51796698186,0.518109390091,3,,,,,,,,,
150,60,0.517659008126,0.517659008126,0.517659008126,0.517659008126,3,,,,,,,,,
160,55,0.517531537412,0.517531537412,0.517531537412,0.517531537412,3,,,,,,,,,
160,60,0.517531537412,0.517531537412,0.517531537412,0.517531537412,3,,,,,,,,,
150,69,0.517415441128,0.517415441128,0.517415441128,0.517415441128,3,,,,,,,,,
135,50,0.51737376592,0.51737376592,0.51737376592,0.51737376592,3,,,,,,,,,
150,65,0.517378406211,0.517108586378,0.517324442244,0.517378406211,3,,,,,,,,,
150,50,0.517278131066,0.517278131066,0.517278131066,0.517278131066,3,,,,,,,,,
380,210,0.517250750027,0.517250750027,0.517250750027,0.517250750027,3,,,,,,,,,
160,65,0.517133213561,0.517133213561,0.517133213561,0.517133213561,3,,,,,,,,,
180,65,0.517121865792,0.517121865792,0.517121865792,0.517121865792,3,,,,,,,,,
180,69,0.517121865792,0.517121865792,0.517121865792,0.517121865792,3,,,,,,,,,
115,65,0.517083279261,0.517083279261,0.517083279261,0.517083279261,3,,,,,,,,,
350,55,0.517063684283,0.517063684283,0.517063684283,0.517063684283,3,,,,,,,,,
100,75,0.517035023563,0.517035023563,0.517035023563,0.517035023563,3,,,,,,,,,
180,75,0.516956836111,0.516956836111,0.516956836111,0.516956836111,3,,,,,,,,,
180,80,0.516956836111,0.516956836111,0.516956836111,0.516956836111,3,,,,,,,,,
350,109,0.516932372778,0.516932372778,0.516932372778,0.516932372778,3,,,,,,,,,
200,190,0.517017556585,0.516373742834,0.516888793835,0.517017556585,3,,,,,,,,,
200,149,0.516862716415,0.516862716415,0.516862716415,0.516862716415,3,,,,,,,,,
200,149,0.516862716415,0.516862716415,0.516862716415,0.516862716415,3,,,,,,,,,
110,75,0.516801361113,0.516801361113,0.516801361113,0.516801361113,3,,,,,,,,,
380,199,0.516736413819,0.516736413819,0.516736413819,0.516736413819,3,,,,,,,,,
135,55,0.517052827325,0.515455476261,0.516733357112,0.517052827325,3,,,,,,,,,
180,85,0.516660424636,0.516660424636,0.516660424636,0.516660424636,3,,,,,,,,,
350,60,0.516550544353,0.516550544353,0.516550544353,0.516550544353,3,,,,,,,,,
350,95,0.516656416823,0.516049738871,0.516535081232,0.516656416823,3,,,,,,,,,
350,50,0.516557051181,0.516416912434,0.516529023432,0.516557051181,3,,,,,,,,,
135,60,0.517059413664,0.516294428514,0.516447425544,0.516294428514,3,,,,,,,,,
400,399,0.516441431614,0.516441431614,0.516441431614,0.516441431614,3,,,,,,,,,
135,65,0.516308234536,0.516308234536,0.516308234536,0.516308234536,3,,,,,,,,,
135,69,0.516308234536,0.516308234536,0.516308234536,0.516308234536,3,,,,,,,,,
150,75,0.516290296968,0.516290296968,0.516290296968,0.516290296968,3,,,,,,,,,
400,249,0.51627437897,0.51627437897,0.51627437897,0.51627437897,3,,,,,,,,,
400,249,0.51627437897,0.51627437897,0.51627437897,0.51627437897,3,,,,,,,,,
400,249,0.51627437897,0.51627437897,0.51627437897,0.51627437897,3,,,,,,,,,
50,49,0.516131746085,0.516131746085,0.516131746085,0.516131746085,3,,,,,,,,,
100,85,0.516116804139,0.516116804139,0.516116804139,0.516116804139,3,,,,,,,,,
110,80,0.516323929975,0.515253189442,0.516109781869,0.516323929975,3,,,,,,,,,
160,69,0.517133213561,0.51574963512,0.516026350808,0.51574963512,3,,,,,,,,,
200,119,0.516074140626,0.515591520481,0.515977616597,0.516074140626,3,,,,,,,,,
200,124,0.515740803178,0.515740803178,0.515740803178,0.515740803178,3,,,,,,,,,
180,89,0.515709046152,0.515709046152,0.515709046152,0.515709046152,3,,,,,,,,,
380,179,0.515807668783,0.515246665971,0.51569546822,0.515807668783,3,,,,,,,,,
400,249,0.51627437897,0.51553765863,0.515685002698,0.51553765863,3,,,,,,,,,
380,190,0.515614393513,0.515614393513,0.515614393513,0.515614393513,3,,,,,,,,,
100,80,0.515532229436,0.515532229436,0.515532229436,0.515532229436,3,,,,,,,,,
140,50,0.515458573001,0.515458573001,0.515458573001,0.515458573001,3,,,,,,,,,
115,80,0.51550116399,0.515281441784,0.515457219549,0.51550116399,3,,,,,,,,,
140,55,0.515204109226,0.515204109226,0.515204109226,0.515204109226,3,,,,,,,,,
200,129,0.515192974999,0.515192974999,0.515192974999,0.515192974999,3,,,,,,,,,
140,69,0.515169715322,0.515169715322,0.515169715322,0.515169715322,3,,,,,,,,,
135,85,0.515153592153,0.515153592153,0.515153592153,0.515153592153,3,,,,,,,,,
120,50,0.515146437598,0.515146437598,0.515146437598,0.515146437598,3,,,,,,,,,
150,75,0.515137271113,0.515137271113,0.515137271113,0.515137271113,3,,,,,,,,,
40,39,0.515161077126,0.514910933759,0.515111048452,0.515161077126,3,,,,,,,,,
135,75,0.515313634973,0.515052024914,0.515104346926,0.515052024914,3,,,,,,,,,
180,95,0.515065177485,0.515065177485,0.515065177485,0.515065177485,3,,,,,,,,,
135,80,0.515052024914,0.514833758051,0.515008371542,0.515052024914,3,,,,,,,,,
40,29,0.514946560145,0.514946560145,0.514946560145,0.514946560145,3,,,,,,,,,
380,149,0.514783757988,0.514783757988,0.514783757988,0.514783757988,3,,,,,,,,,
380,159,0.514783757988,0.514783757988,0.514783757988,0.514783757988,3,,,,,,,,,
150,80,0.514682438874,0.513948165623,0.514535584224,0.514682438874,3,,,,,,,,,
200,139,0.514501602402,0.514501602402,0.514501602402,0.514501602402,3,,,,,,,,,
